Key,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,T
277,3.28,2.79,3,2.63,4,2,2,2,2,2,3,4,2,4,2,3,2,4,3.06
278,2.83,2.95,3.05,2.83,2,2,2,2,4,4,3,2,3,3,2,3,3,2,3.06
279,2.63,3.42,3.2,2.74,2,2,3,3,2,3,3,2,2,3,3,3,2,4,3.07
280,3.16,3.29,3.17,3.05,3,3,4,3,3,3,4,3,4,3,2,2,4,3,3.07
281,3.06,3.21,2.78,2.73,3,3,4,2,4,2,4,3,3,4,2,4,2,4,3.07
282,3.17,2.84,2.79,2.58,3,3,2,3,3,3,3,2,3,3,3,2,2,3,3.07
283,2.89,2.95,3.16,2.58,2,2,2,2,3,3,4,4,2,3,2,3,3,2,3.07
284,3.06,3.05,3.05,2.74,2,2,3,2,4,3,4,3,2,4,1,3,2,3,3.08
285,3.17,2.89,3.14,2.69,3,2,2,3,3,3,4,3,3,2,3,2,2,2,3.08
286,3.06,3.4,3.28,2.57,2,3,4,4,3,3,2,2,4,3,2,2,2,3,3.1
287,3,2.74,3.2,2.68,4,2,2,2,4,3,4,4,2,3,2,2,2,4,3.1
288,2.95,2.68,3.16,2.58,3,2,2,3,3,3,2,4,3,2,3,3,3,3,3.11
289,3.5,2.95,3,2.54,4,3,3,4,2,3,4,3,2,3,2,2,3,2,3.11
290,3,2.95,3,2.86,3,2,2,2,4,3,4,3,2,3,2,2,2,4,3.11
291,3.5,3.21,2.5,2.48,4,3,3,4,2,3,4,2,3,3,3,4,2,4,3.11
292,3.26,2.72,2.41,3.61,4,4,3,2,2,2,4,3,3,4,3,4,4,2,3.11
293,2.79,2.85,3.6,3.53,2,2,4,2,3,4,4,4,4,4,3,2,4,3,3.12
294,3.5,3.32,2.39,2.36,4,3,3,3,4,3,4,2,2,3,2,3,2,2,3.12
295,3.28,2.63,3,2.82,4,3,2,2,3,3,3,3,2,3,3,2,3,4,3.12
296,3.5,3.42,3.33,2.69,3,3,2,4,4,3,4,4,2,2,2,3,3,2,3.12
297,3,3,2.56,2.6,3,2,2,4,3,2,3,2,2,2,3,3,3,3,3.12
298,2.67,2.89,2.58,3.32,1,2,2,2,4,2,4,2,4,4,2,2,3,3,3.13
299,3.05,2.95,2.58,2.58,2,2,3,2,4,1,2,3,3,1,4,3,3,4,3.13
300,2.74,3.11,2.89,2.63,2,2,2,2,2,4,2,2,3,2,3,3,2,4,3.13
301,3.21,2.89,3.11,2.53,2,3,3,2,4,2,3,3,2,3,2,3,2,4,3.13
302,3.53,2.74,3,2.53,4,3,3,2,3,3,3,3,2,3,2,3,3,3,3.14
303,2.89,3.11,3.11,2.89,2,2,3,3,2,4,4,2,3,3,2,3,3,4,3.14
304,3.44,2.84,2.9,3.34,3,3,2,3,2,4,2,3,3,4,2,2,3,4,3.14
305,2.94,2.74,2.9,3.11,2,2,2,2,3,2,4,3,3,4,2,2,4,3,3.14
306,3.21,2.59,3.21,3,3,4,3,2,3,4,4,2,4,2,3,2,3,4,3.14
307,3.37,3.32,2.9,2.58,2,4,3,4,4,3,2,3,2,3,2,3,3,3,3.14
308,2.33,3.68,3.28,2.86,2,2,4,4,3,4,4,3,4,4,2,4,2,4,3.14
309,3.32,2.84,3.35,2.53,3,4,3,4,2,4,3,4,2,3,3,1,3,4,3.15
310,3.33,2.79,3.19,2.74,3,2,2,2,4,3,3,4,2,3,2,2,3,1,3.15
311,3.26,2.72,3.21,3.47,4,3,4,2,3,3,2,4,4,3,2,3,3,4,3.15
312,3.06,2.79,2.9,2.94,2,3,3,2,3,2,4,3,3,3,2,2,2,2,3.15
313,3.22,2.84,2.9,3.03,2,3,2,3,4,3,2,3,3,4,2,2,3,3,3.16
314,3.16,3.11,3.37,3,2,4,3,4,2,4,3,4,3,2,2,3,4,3,3.16
315,3.33,3.21,3,3,4,4,3,4,3,3,2,3,4,4,3,2,1,3,3.16
316,3.06,3.05,2.78,3.41,3,3,3,3,2,2,3,4,4,2,3,3,3,3,3.16
317,3,2.89,3.11,2.95,2,2,4,3,3,3,3,3,3,3,2,2,4,3,3.16
318,3.72,3.05,2.81,3.17,3,4,3,3,4,2,2,3,4,3,2,3,2,2,3.17
319,3.16,2.68,2.9,3.11,2,2,2,2,4,3,3,2,3,4,3,4,3,3,3.17
320,3.39,3,3.14,2.71,3,4,3,3,3,3,4,4,2,3,2,3,2,4,3.18
321,3.11,3.1,3.18,2.81,2,2,3,2,4,3,3,3,2,2,2,4,4,3,3.18
322,3,2.79,3,3.21,2,3,2,2,2,2,3,3,3,3,2,3,2,4,3.18
323,2.89,3.32,2.82,2.68,2,2,3,3,4,3,4,3,3,3,2,3,3,1,3.18
324,3.17,2.86,3,2.63,3,2,2,2,4,3,3,4,2,4,2,3,3,3,3.18
325,3.21,3.24,3,2.63,3,3,3,3,3,2,3,2,3,2,3,4,3,4,3.18
326,3.26,2.58,2.95,2.89,2,3,3,2,3,4,2,3,3,3,3,2,2,4,3.2
327,3.16,3.32,3.25,3.05,3,2,2,4,4,4,3,3,3,4,2,3,3,4,3.2
328,2.72,2.79,3,3.05,2,2,3,2,2,2,4,2,2,4,3,3,3,4,3.2
329,2.79,3.1,2.56,2.75,3,2,4,3,2,2,4,2,3,3,3,3,3,3,3.21
330,3.1,3.6,3,2.74,4,2,3,4,4,4,2,3,2,4,3,3,4,4,3.21
331,3.06,2.95,3.3,2.53,3,2,1,2,4,4,3,3,2,4,3,3,2,2,3.21
332,3.89,3.53,2.25,3,4,4,4,2,4,2,2,2,3,3,2,4,3,2,3.21
333,3.22,2.89,2.89,3.21,3,3,2,3,3,2,4,3,4,4,2,3,2,4,3.21
334,3.22,3.26,2.78,3.19,2,3,4,3,4,3,4,4,3,4,2,3,3,2,3.21
335,3.53,3.42,3.47,2.89,4,3,3,4,3,4,4,3,3,2,2,3,3,4,3.21
336,3.16,3.21,2.89,3.53,2,2,3,2,4,3,2,2,4,3,3,3,4,4,3.22
337,3.21,3.16,2.63,3.47,2,2,4,3,4,2,2,4,4,3,3,3,4,4,3.22
338,3,3.05,3.3,3.21,2,3,1,3,4,3,3,4,3,4,3,4,3,4,3.22
339,3.65,3.38,3.55,2.71,4,3,2,4,4,3,3,2,2,4,2,3,3,4,3.22
340,3.05,2.68,3.15,3.05,2,3,2,2,2,4,2,3,3,3,2,2,4,3,3.22
341,3.11,2.74,2.9,3.05,2,2,3,2,4,3,4,3,4,4,3,2,4,4,3.23
342,2.63,3.37,3.35,3.11,2,2,3,4,2,4,4,2,3,4,3,4,3,4,3.23
343,3.39,2.63,2.84,2.95,4,2,1,2,3,4,2,3,3,4,3,2,3,1,3.23
344,3.22,2.95,3.05,2.89,3,3,2,2,3,4,3,2,4,3,2,3,2,3,3.23
345,3.44,3.05,2.9,2.83,4,3,2,2,4,2,3,3,3,3,3,3,2,4,3.23
346,2.39,3.26,3.17,3.38,2,2,3,3,2,4,4,4,4,4,2,4,3,4,3.23
347,3.18,2.74,3.06,3.24,3,2,3,3,2,3,4,3,4,4,2,2,4,4,3.23
348,3.39,2.74,3.12,2.82,4,2,2,3,4,4,3,3,2,3,2,2,3,1,3.24
349,2.94,3.21,2.61,3,2,2,4,3,2,3,4,4,3,4,2,2,2,2,3.24
350,2.78,3.14,2.75,3.36,1,2,2,2,4,3,3,3,2,3,2,3,3,2,3.24
351,3.28,3.47,3.5,3.14,3,3,3,3,4,3,2,2,4,4,3,4,3,4,3.24
352,3.94,3.53,3.05,3,4,4,4,4,3,4,4,3,3,4,2,3,3,3,3.24
353,3.17,2.59,3.25,3.09,2,3,2,3,2,4,4,3,3,3,2,2,3,2,3.24
354,3.29,3.15,3.17,2.83,2,2,3,2,2,3,4,2,2,4,3,4,4,3,3.25
355,2.94,3.26,2.89,3.19,2,2,2,4,3,4,3,4,3,4,4,2,3,2,3.26
356,2.44,2.89,3.44,3.24,1,2,2,4,2,4,4,4,4,3,3,2,2,4,3.26
357,3.47,3.16,3,3.16,3,2,2,2,4,4,2,3,3,4,2,4,4,3,3.26
358,3.17,3.68,3.37,2.63,4,3,4,4,3,4,4,4,2,4,3,4,1,4,3.26
359,2.78,3.32,3.16,3.26,1,3,3,3,3,3,4,3,4,4,3,3,3,4,3.27
360,3.63,3.32,3.45,3.32,4,4,4,4,3,4,4,3,3,3,2,3,3,3,3.28
361,3.37,3.47,3.68,2.79,3,3,3,4,4,4,3,4,3,2,3,4,3,4,3.29
362,3.53,3.16,3.63,2.89,4,4,3,3,4,4,4,4,3,2,3,4,4,3,3.29
363,3.22,3,3,3.21,3,3,3,2,2,3,3,2,3,4,2,4,3,4,3.29
364,3.32,3.37,3.84,2.58,4,4,4,3,3,4,4,4,2,3,2,4,4,4,3.29
365,3.75,3.19,2.58,3,3,4,3,4,3,2,4,3,3,2,2,3,2,4,3.3
366,3.5,3.16,3.17,2.74,4,2,3,2,3,4,4,3,3,3,2,3,3,4,3.3
367,3.39,3.74,2.74,3.13,4,2,3,4,4,4,2,2,3,4,3,4,2,2,3.3
368,3.42,3.58,3.53,3,4,3,3,4,3,3,4,4,4,2,2,4,2,4,3.31
369,3.68,3.37,3.47,2.79,4,4,3,4,4,3,4,4,3,2,3,4,3,4,3.31
370,3.26,3.32,2.95,3.32,4,3,4,3,3,3,3,3,3,4,3,3,3,4,3.31
371,3.5,3.12,2.95,3.37,4,2,2,3,3,4,4,3,3,4,2,4,4,2,3.32
372,3.17,3.16,3.29,3.14,2,2,3,2,4,3,4,3,3,3,2,3,2,2,3.32
373,3.33,3.26,3,3.32,4,4,2,4,4,2,3,2,4,4,2,2,2,4,3.32
374,3.47,3.47,3.25,2.79,3,2,3,3,4,4,4,2,3,2,4,3,4,3,3.32
375,3.13,3.29,3.26,3.39,3,2,3,2,3,4,3,3,3,4,4,3,2,2,3.33
376,3.44,2.89,3.48,2.89,3,2,3,2,4,3,4,3,3,3,4,2,3,2,3.33
377,3.33,3.89,3.42,3.37,4,3,3,4,4,4,4,3,4,4,2,4,4,3,3.34
378,3,3.58,3.28,3.27,2,3,4,4,3,4,4,3,4,4,3,3,3,3,3.35
379,3.5,2.95,3.7,2.89,4,3,4,2,4,4,4,3,2,4,3,4,2,3,3.35
380,3,3,2.74,3.42,3,3,3,2,3,3,4,2,4,4,3,3,4,3,3.35
381,3.58,3,2.89,2.89,4,2,4,2,4,2,3,2,3,2,4,3,2,4,3.36
382,3.5,2.84,3.33,3.11,4,2,2,2,2,4,3,3,3,4,2,3,4,3,3.37
383,3.5,3.26,3.05,3.19,4,2,3,3,3,3,4,3,3,3,2,4,4,3,3.37
384,3.21,3.21,3.21,3.42,4,3,4,4,4,3,4,3,3,3,4,3,2,4,3.37
385,3.26,3.11,3.21,3.26,3,3,3,3,2,4,2,3,3,4,3,4,4,3,3.38
386,3.61,3.16,3.37,3.47,3,4,3,2,4,4,3,3,4,4,2,3,3,4,3.38
387,3.42,2.95,3.35,3.42,2,3,3,2,4,4,3,4,3,4,4,3,4,4,3.38
388,3.47,3.05,3.3,3.05,4,3,3,3,3,2,4,4,3,4,4,3,4,4,3.39
389,3.28,3.42,3.37,3.58,3,3,4,3,4,4,4,2,4,4,2,3,3,4,3.39
390,3.58,3.16,3.53,2.68,4,3,3,3,4,4,4,4,3,2,3,4,3,4,3.4
391,3.11,3.47,3.5,3.05,4,3,4,4,2,4,3,3,3,2,4,2,4,4,3.4
392,3,3.56,3.32,3.37,2,3,4,3,3,3,4,4,3,3,4,3,4,4,3.4
393,3.39,3.63,3.16,3.26,3,3,4,3,4,4,3,3,4,3,2,3,4,3,3.41
394,3.22,3.37,3.43,3.11,3,3,3,4,3,3,4,4,2,4,2,3,3,4,3.41
395,3.39,3.53,3.26,3.11,2,4,4,3,3,3,4,3,4,3,3,3,3,4,3.42
396,3.39,3.37,3.47,2.89,4,3,3,4,3,4,4,3,3,3,2,3,3,4,3.42
397,3.68,3.15,3.22,3,4,2,3,2,4,4,3,4,3,4,3,3,3,3,3.43
398,3.78,3.53,3.39,3.19,4,4,3,3,4,4,4,3,4,4,2,3,3,4,3.43
399,3.44,3.79,3,3.13,4,3,4,3,4,3,4,3,4,3,4,4,2,3,3.44
400,3.53,3.59,3.63,3.21,4,2,3,3,4,4,4,3,4,3,3,4,3,4,3.44
401,3.83,3.89,3.37,3.05,4,4,4,4,4,4,4,3,3,4,1,4,2,4,3.45
402,3.22,3.37,3.37,3.26,3,3,3,2,4,4,4,2,3,4,2,3,3,4,3.47
403,3.67,3.63,3.05,2.84,4,3,4,3,4,4,4,2,2,2,3,3,3,4,3.47
404,3.74,3.18,3.21,3.42,4,3,4,3,4,4,2,2,3,4,3,3,4,4,3.47
405,3.68,3.05,3.05,3.37,3,4,3,3,4,4,3,2,4,3,3,3,3,3,3.47
406,2.95,3.37,3.21,3.26,2,2,4,3,3,4,2,3,3,2,4,3,4,4,3.48
407,3.21,3,3.05,3.32,4,2,4,3,2,3,2,3,3,3,3,3,4,3,3.48
408,3.42,3.42,3.37,3.53,4,4,4,4,3,4,3,3,4,3,3,3,3,4,3.5
409,3.67,3.47,3.58,3.16,4,4,4,4,3,3,3,3,4,3,2,3,3,4,3.51
410,3.58,3.58,3.7,3.26,4,2,4,3,4,4,4,2,3,4,2,3,3,4,3.51
411,3.5,3.42,3.65,2.79,2,3,3,3,4,4,2,4,3,4,4,3,2,4,3.52
412,3.11,3.11,3.65,3.37,2,2,3,3,4,3,4,4,3,4,4,3,4,3,3.53
413,3.67,3.95,3.47,3.05,3,4,4,4,4,4,4,4,3,4,3,4,3,4,3.53
414,3.32,3,3.85,3.53,4,3,4,2,2,4,4,4,4,4,3,3,4,3,3.54
415,3.72,3.74,3.65,3.26,4,4,4,4,4,4,3,4,3,4,3,3,2,4,3.54
416,3.67,3.84,3.56,3.45,4,4,4,4,4,3,4,3,3,4,3,3,2,4,3.54
417,3.68,3.58,3.84,3.42,4,3,4,4,4,4,4,3,4,2,3,4,4,4,3.54
418,3.5,3.37,3.42,3.95,3,4,4,4,4,4,4,3,4,4,2,2,4,4,3.55
419,3.58,3.63,3.53,3.26,4,3,3,3,4,3,3,4,4,3,3,4,4,4,3.55
420,3.47,3.32,3.47,3.21,4,3,4,3,2,3,4,4,2,3,4,4,4,4,3.55
421,3.32,3.28,3.68,4,2,3,4,3,4,4,4,4,4,4,4,2,4,4,3.55
422,3.72,3.89,3.47,3.37,4,4,4,4,4,4,4,4,4,4,2,4,4,2,3.55
423,3.53,3.37,3.75,3.05,3,3,3,3,4,4,4,4,4,3,2,4,3,4,3.56
424,4,3.68,3.19,3.37,4,4,3,4,4,4,2,3,4,4,2,4,3,4,3.58
425,3.72,3.95,3.63,3.58,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3.59
426,3.63,3.89,3.6,2.95,4,4,4,4,4,4,2,4,3,4,3,4,3,4,3.6
427,3.37,3.37,3.47,3.42,4,2,3,2,3,4,2,4,4,4,3,4,3,4,3.6
428,3.37,3.32,3.85,3.47,3,2,4,2,3,4,4,4,3,4,3,3,4,4,3.6
429,3.8,3.77,3.41,2.9,3,4,4,4,4,3,3,4,4,4,2,4,3,4,3.6
430,3.33,3.74,3.5,3.39,3,4,3,4,4,4,4,4,3,4,3,3,4,3,3.61
431,3.68,3.32,3.42,3.58,3,4,3,4,3,3,4,2,4,4,3,3,4,4,3.61
432,3.79,3.74,3.6,3.11,4,3,4,3,4,4,4,4,3,4,3,4,4,3,3.61
433,3.33,3.16,3.42,3.63,2,4,2,2,4,4,4,4,4,3,4,3,4,4,3.62
434,3.67,3.89,3.72,3.43,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3.66
435,3.95,3.89,3.53,3.53,4,4,4,4,4,4,4,2,4,3,4,4,3,4,3.66
436,3.67,3.89,3.89,3.64,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3.68
437,4,3.79,4,3.32,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3.69
438,3.95,4,3.4,3.53,4,4,4,4,4,4,2,3,3,4,4,4,4,4,3.72
439,3.79,3.53,3.85,3.42,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3.73
440,3.72,3.74,3.74,3.58,4,4,3,4,4,4,4,3,4,3,4,3,3,4,3.75
441,3.78,3.58,3.86,3.63,4,3,3,4,4,4,4,4,4,4,3,3,4,4,3.76
442,4,3.79,3.84,3.74,4,4,4,4,4,4,4,3,4,3,4,4,3,4,3.86
443,3.94,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.98
